Quote,Author,Tags,Authors_info,Wikipedia_link
"I have just returned from visiting the Marines at the front, and there is not a finer fighting organization in the world!",Douglas MacArthur,"Military, Fighting, Marine ",Douglas MacArthur (26 January 1880 – 5 April 1964) was an American five-star general and Field Marshal of the Philippine Army.,https://en.wikipedia.org/wiki/Douglas_MacArthur
"Without leaps of imagination, or dreaming, we lose the excitement of possibilities. Dreaming, after all, is a form of planning.",Gloria Steinem,"Inspirational, Life, Motivational ","Gloria Marie Steinem (; born March 25, 1934) is an American feminist, journalist, and social political activist who became nationally recognized as a leader and a spokeswoman for the American feminist movement in the late 1960s and early 1970s.Steinem was a columnist for New York magazine, and a co-founder of Ms.",https://en.wikipedia.org/wiki/Gloria_Steinem
It is impossible for a man to learn what he thinks he already knows.,Epictetus,"Inspirational, Change, Inspiring ","Epictetus (; Greek: Ἐπίκτητος, Epíktētos; c. 55 – 135 AD) was a Greek Stoic philosopher. He was born a slave at Hierapolis, Phrygia (present day Pamukkale, Turkey) and lived in Rome until his banishment, when he went to Nicopolis in northwestern Greece for the rest of his life.",https://en.wikipedia.org/wiki/Epictetus
The successful man will profit from his mistakes and try again in a different way.,Dale Carnegie,"Inspirational, Motivational, Success ","Dale Harbison Carnegie (; spelled Carnagey until c. 1922; November 24, 1888 – November 1, 1955) was an American writer and lecturer, and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills.",https://en.wikipedia.org/wiki/Dale_Carnegie
"Your family and your love must be cultivated like a garden. Time, effort, and imagination must be summoned constantly to keep any relationship flourishing and growing.",Jim Rohn,"Love, Family, Marriage ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
Peace cannot be kept by force; it can only be achieved by understanding.,Albert Einstein,"Love, Inspirational, Life ","Albert Einstein (; German: [ˈalbɛɐ̯t ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist who developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics).",https://en.wikipedia.org/wiki/Albert_Einstein
Being ready is not what matters. What matters is winning after you get there.,Victor H. Krulak,"Motivational, Military, Marine ","Victor Harold Krulak (January 7, 1913 – December 29, 2008) was a decorated United States Marine Corps officer who saw action in World War II, Korea and Vietnam.",https://en.wikipedia.org/wiki/Victor_H._Krulak
The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart.,Helen Keller,"Love, Inspirational, Funny ","Helen Adams Keller (June 27, 1880 – June 1, 1968) was an American author, political activist, and lecturer.",https://en.wikipedia.org/wiki/Helen_Keller
"One reason so few of us achieve what we truly want is that we never direct our focus; we never concentrate our power. Most people dabble their way through life, never deciding to master anything in particular.",Tony Robbins,"Inspirational, Funny, Life ","Anthony Jay Robbins (born Anthony J. Mahavoric; February 29, 1960) is an American author, entrepreneur, philanthropist and life coach.",https://en.wikipedia.org/wiki/Tony_Robbins
Our freedom can be measured by the number of things we can walk away from.,Vernon Howard,"Freedom, Numbers, Being Free ","Vernon Linwood Howard (March 16, 1918 – August 23, 1992) was an American spiritual teacher, author, and philosopher.",https://en.wikipedia.org/wiki/Vernon_Howard
We've all got both light and dark inside us. What matters is the part we choose to act on. That's who we really are.,J. K. Rowling,"Love, Inspirational, Dark ","Joanne  Rowling , ( ""rolling""; born 31 July 1965), writing under the pen names J. K. Rowling and Robert Galbraith, is a British novelist, philanthropist, film producer, television producer and screenwriter, best known for writing the Harry Potter fantasy series.",https://en.wikipedia.org/wiki/J._K._Rowling
The highest form of worship is the worship of unselfish Christian service. The greatest form of praise is the sound of consecrated feet seeking out the lost and helpless.,Billy Graham,"Christian, Feet, Sound ","William Franklin Graham Jr. (November 7, 1918 – February 21, 2018)  was an American evangelist, a prominent evangelical Christian figure,  and an ordained Southern Baptist minister who became well-known internationally in the late 1940s.",https://en.wikipedia.org/wiki/Billy_Graham
"Let my soul smile through my heart and my heart smile through my eyes, that I may scatter rich smiles in sad hearts.",Paramahansa Yogananda,"Inspirational, Change, Smile ","Paramahansa Yogananda (Bengali: পরমহংস যোগানন্দ) (5 January 1893 – 7 March 1952), born Mukunda Lal Ghosh (Bengali: মুকুন্দলাল ঘোষ), was an Indian yogi and guru who introduced millions of  Indians and westerners to the teachings of meditation and Kriya Yoga through his organization Yogoda Satsanga Society of India and Self-Realization Fellowship.",https://en.wikipedia.org/wiki/Paramahansa_Yogananda
"Learning is not attained by chance, it must be sought for with ardor and diligence.",Abigail Adams,"Inspirational, Education, Perseverance ","Abigail Adams (née Smith; November 22, [O.S. November 11] 1744 – October 28, 1818) was the wife and closest advisor of John Adams, as well as the mother of John Quincy Adams.",https://en.wikipedia.org/wiki/Abigail_Adams
We should not judge people by their peak of excellence; but by the distance they have traveled from the point where they started.,Henry Ward Beecher,"Leadership, Wisdom, Distance ","Henry Ward Beecher (June 24, 1813 – March 8, 1887) was an American Congregationalist clergyman, social reformer, and speaker, known for his support of the abolition of slavery, his emphasis on God's love, and his 1875 adultery trial.",https://en.wikipedia.org/wiki/Henry_Ward_Beecher
Nothing I've ever done has given me more joys and rewards than being a father to my children.,Bill Cosby,"Family, Fathers Day, Children ","William Henry Cosby Jr. (; born July 12, 1937) is an American stand-up comedian, actor, musician, and author who was active for over five decades before being convicted of a number of sex offenses in 2018.",https://en.wikipedia.org/wiki/Bill_Cosby
The revolution is not an apple that falls when it is ripe. You have to make it fall.,Che Guevara,"Fall, Revolutionary Leaders, Apples ","Ernesto ""Che"" Guevara (;Spanish: [ˈtʃe ɣeˈβaɾa] June 14, 1928 – October 9, 1967) was an Argentine Marxist revolutionary, physician, author, guerrilla leader, diplomat and military theorist.",https://en.wikipedia.org/wiki/Che_Guevara
What is hell? I maintain that it is the suffering of being unable to love.,Fyodor Dostoevsky,"Love, Life, Suffering ","Fyodor Mikhailovich Dostoevsky (; Russian: Фёдор Михайлович Достоевский, tr. Fyódor Mikháylovich Dostoyévskiy, IPA: [ˈfʲɵdər mʲɪˈxajləvʲɪtɕ dəstɐˈjɛfskʲɪj] (listen); 11 November 1821 – 9 February 1881), sometimes transliterated Dostoyevsky, was a Russian novelist, short story writer, essayist, journalist and philosopher.",https://en.wikipedia.org/wiki/Fyodor_Dostoevsky
"There is not one blade of grass, there is no color in this world that is not intended to make men rejoice.",John Calvin,"Inspirational, Spiritual, Nature ","John Calvin (;French: Jean Calvin [ʒɑ̃ kalvɛ̃]; born Jehan Cauvin; 10 July 1509 – 27 May 1564) was a French theologian, pastor and reformer in Geneva during the Protestant Reformation.",https://en.wikipedia.org/wiki/John_Calvin
"Stay away from what might have been, and look at what can be.",Marsha Petrie Sue,"New Year, New Beginnings, Might ","Marsha Petrie Sue (born 1946) is an author, public speaker, and motivational coach from Scottsdale, Arizona, United States.",https://en.wikipedia.org/wiki/Marsha_Petrie_Sue
"If you can learn to love yourself and all the flaws, you can love other people so much better. And that makes you so happy.",Kristin Chenoweth,"Love, Life, Happy ","Kristin Dawn Chenoweth (; born Kristi Dawn Chenoweth, July 24, 1968) is an American actress and singer, with credits in musical theatre, film and television.",https://en.wikipedia.org/wiki/Kristin_Chenoweth
Do not seek to follow in the footsteps of the wise. Seek what they sought.,Matsuo Basho,"Inspirational, Life, Positive ","Matsuo Bashō (松尾 芭蕉, 1644–1694), born 松尾 金作, then Matsuo Chūemon Munefusa (松尾 忠右衛門 宗房), was the most famous poet of the Edo period in Japan.",https://en.wikipedia.org/wiki/Matsuo_Bash%C5%8D
"Success is achieved by developing our strengths, not by eliminating our weaknesses.",Marilyn vos Savant,"Inspirational, Strength, Success ","Marilyn vos Savant (; born 1946) is an American magazine columnist, author, lecturer, and playwright. She was listed as having the highest recorded intelligence quotient (IQ) in the Guinness Book of Records, a competitive category the publication has since retired.",https://en.wikipedia.org/wiki/Marilyn_vos_Savant
"There is only one corner of the universe you can be certain of improving, and that's your own self.",Aldous Huxley,"Inspirational, Motivational, Positive ","Aldous Leonard Huxley (26 July 1894 – 22 November 1963) was an English writer and philosopher. A prominent member of the Huxley family, he was the author of nearly fifty books, producing novels such as Brave New World (1931), set in a dystopian future; non-fiction works such as The Doors of Perception (1954), interpreting his psychedelic experience with mescaline; and wide-ranging essays of social and literary criticism.",https://en.wikipedia.org/wiki/Aldous_Huxley
"Failure is simply a few errors in judgment, repeated every day.",Jim Rohn,"Success, Greatness, Errors ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
"In the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. When his cause succeeds, the timid join him, for then it costs nothing to be a patriot.",Mark Twain,"Change, Thank You, Memorial Day ","Samuel Langhorne Clemens (November 30, 1835 – April 21, 1910), better known by his pen name Mark Twain, was an American writer, humorist, entrepreneur, publisher, and lecturer.",https://en.wikipedia.org/wiki/Mark_Twain
We think too much and feel too little.,Charlie Chaplin,"Kindness, Thinking, Wicked World ","Sir Charles Spencer ""Charlie"" Chaplin  (16 April 1889 – 25 December 1977) was an English comic actor, filmmaker, and composer who rose to fame in the era of silent film.",https://en.wikipedia.org/wiki/Charlie_Chaplin
"One isn't necessarily born with courage, but one is born with potential. Without courage, we cannot practice any other virtue with consistency. We can't be kind, true, merciful, generous, or honest.",Maya Angelou,"Inspirational, Strength, Inspiring ","Maya Angelou ( (listen); born Marguerite Annie Johnson; April 4, 1928 – May 28, 2014) was an American poet, singer, memoirist, and civil rights activist.",https://en.wikipedia.org/wiki/Maya_Angelou
It's what you learn after you know it all that counts.,John Wooden,"Motivational, Inspiring, Graduation ","John Robert Wooden (October 14, 1910 – June 4, 2010) was an American basketball player and head coach at the University of California, Los Angeles.",https://en.wikipedia.org/wiki/John_Wooden
Missions is not the ultimate goal of the church. Worship is. Missions exists because worship doesn't.,John Piper,"Christian, Goal, Church ",John Piper may refer to:,https://en.wikipedia.org/wiki/John_Piper
